﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿央视,#genre#
CCTV6,HTTPS://h5.live.miguvideo.com/wd_r2/2018/ocn/cctv6hd/1000/01.m3u8?msisdn=cdd5ee25116dc23f6e2d34f5e333cab4&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20240201175754&Channel_ID=2504090300-99000-200300020100001&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=27.184.131.60&SecurityKey=20240201175754&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-7.1.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=11bba5815100e3e24d8919c2280b8682&HlsSubType=1&nphaid=0&HlsProfileId=1&mtv_session=d2ba801bc5d198f4ca143b8169060158

CCTV7,https://live3.rxip.sc96655.com/live/CCTV-7H265_4000.m3u8
CCTV8,https://live3.rxip.sc96655.com/live/CCTV-8H265_4000.m3u8
CCTV9,https://live3.rxip.sc96655.com/live/CCTV-9H265_4000.m3u8
CCTV10,https://live3.rxip.sc96655.com/live/CCTV-10H265_4000.m3u8
CCTV11,https://live3.rxip.sc96655.com/live/CCTV-11-H265_4000.m3u8
CCTV12,https://live3.rxip.sc96655.com/live/CCTV-12H265_4000.m3u8
CCTV13,https://live3.rxip.sc96655.com/live/CCTV-xw_4000.m3u8
CCTV14,https://live3.rxip.sc96655.com/live/CCTV-14H265_4000.m3u8
CCTV15,https://live3.rxip.sc96655.com/live/CCTV-15-yyH265_4000.m3u8
CCTV17,https://live3.rxip.sc96655.com/live/CCTV-17_4000.m3u8


CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1 ,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8$ole
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8

CCTV3,https://h5.live.miguvideo.com/wd_r2/2018/ocn/cctv3hd/1000/index.m3u8?msisdn=2b078cd34e1a270ef2263741a76da7af&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20240127100851&Channel_ID=2504090300-99000-200300020100001&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=27.184.150.200&SecurityKey=20240127100851&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-7.1.1.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=08daeff5c302499d739d465f70a75fc8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8 ,https://live.olelive.com:6443/live/CCTV8HD/hls.m3u8$ole
CCTV9 ,https://live.olelive.com:6443/live/CCTV9HD/hls.m3u8$ole
CCTV10 ,https://live.olelive.com:6443/live/CCTV10HD/hls.m3u8$ole
CCTV12,http://8.210.232.168/php/migu.php?id=cctv12
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV14,http://8.210.232.168/php/migu.php?id=cctv14
CCTV15,http://8.210.232.168/php/migu.php?id=cctv15
CCTV17 ,https://live.olelive.com:6443/live/CCTV17HD/hls.m3u8$ole



CCTV1,http://8.210.232.168/php/migu.php?id=cctv1b

CCTV2,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV10,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?




CCTV1,http://tvpull.dxhmt.cn/tv/11481-4.m3u8

CCTV7,http://8.210.232.168/php/migu.php?id=cctv7
CCTV8,http://8.210.232.168/php/migu.php?id=cctv8
CCTV9,http://8.210.232.168/php/migu.php?id=cctv9
CCTV10,http://8.210.232.168/php/migu.php?id=cctv10

CCTV13,http://8.210.232.168/php/migu.php?id=cctv13


CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8

CHC动作电影,https://live3.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8
CHC高清电影,https://live3.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8
CHC家庭影院,https://live3.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8



河北,#genre#

河北卫视,http://64.110.89.31:8080/jishi/weishipindao.m3u8

河北经济,http://64.110.89.31:8080/jishi/jingjishenghuo.m3u8

河北农民,http://64.110.89.31:8080/jishi/nongminpindao.m3u8

河北都市,http://64.110.89.31:8080/jishi/dushipindao.m3u8

河北影视,http://64.110.89.31:8080/jishi/yingshijupindao.m3u8

河北少儿科教,http://64.110.89.31:8080/jishi/shaoerkejiao.m3u8

河北公共,http://64.110.89.31:8080/jishi/gonggongpindao.m3u8



地方,#genre#

江苏卫视, http://64.110.89.31:8181/jsws

北京卫视, http://64.110.89.31:8181/bjws
东方卫视, http://64.110.89.31:8181/dfws
天津卫视, http://64.110.89.31:8181/tjws
重庆卫视, http://64.110.89.31:8181/cqws
黑龙江卫, http://64.110.89.31:8181/hljws
辽宁卫视, http://64.110.89.31:8181/lnws
河北卫视, http://64.110.89.31:8181/hbws
山东卫视, http://64.110.89.31:8181/sdws
安徽卫视, http://64.110.89.31:8181/ahws
河南卫视, http://64.110.89.31:8181/hnws
湖北卫视, http://64.110.89.31:8181/hubws
湖南卫视, http://64.110.89.31:8181/hunws
江西卫视, http://64.110.89.31:8181/jxws
浙江卫视, http://64.110.89.31:8181/zjws
东南卫视, http://64.110.89.31:8181/dnws
广东卫视, http://64.110.89.31:8181/gdws
深圳卫视, http://64.110.89.31:8181/szws
广西卫视, http://64.110.89.31:8181/gxws
贵州卫视, http://64.110.89.31:8181/gzws
四川卫视, http://64.110.89.31:8181/scws
新疆卫视, http://64.110.89.31:8181/xjws
海南卫视,http://64.110.89.31:8181/hinws


江苏卫视,https://live-dtocnc-cdn.ysp.cctv.cn/7E841CFDB6AB8185097F3536E9F63E3609F7679CF57CFB5C309161CE1714D5CAC2DB85DE5982E1FD98FE8399702F760B3960CDBC972921541D8A75FD519D289ABCCBFEACADCAB8699275ADEA4525459D90EBBC69085E8D5867F160AE3F44C7B582AB81BC7F51B06239DBD16A1BA4A4E6/2000295602.m3u8?from=player&svrtime=1706782603&pid=600002521&cdn=5505&revoi=5BF8E388DA9D7C27CB47F5BB051C24F9AF30251E7A10864BB238EB133ED74E374338BC792275A19C81F3FB5AAFCA35F410877E74C099F5199640C939E0629C275DD7EE4253394B12A0B334F972E94D9D44CF4EEA50C351D94B5491A8218033CE1E06BDC02A7E4FE99B829A0E28A13E76D5692D378E7DE5F1120E0D3DCFC0EF3E9516990FABA332B7

江苏卫视,https://h5live.gslb.cmvideo.cn/wd_r2/cctv/jiangsuhd/600/index.m3u8?msisdn=cd11d9042c69c43ca0b7bc0d4de7a080&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20240201175900&Channel_ID=2504090300-99000-200300020100001&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=27.184.131.60&SecurityKey=20240201175900&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-7.1.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&puData=e6ddae7047d2ba463f0729819b3f1537&ddCalcu=7e36e5d01d3fa03eb79014879d227b0af436

江苏卫视,https://39.136.18.85/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225751/1/index.m3u8?fmt=ts2hls

东方卫视,https://h5.live.miguvideo.com/wd_r4/dfl/dongfangwshd/600/index.m3u8?msisdn=152354020d2be41845c37c9272a5ccc0&mdspid=&spid=699212&netType=0&sid=5500058351&pid=2028597139&timestamp=20240201180526&Channel_ID=2504090300-99000-200300020100001&ProgramID=651632648&ParentNodeID=-99&assertID=5500058351&client_ip=27.184.131.60&SecurityKey=20240201180526&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-7.1.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=dbcba0d4b920921a9a883a2403dc5026

浙江卫视,https://live3.rxip.sc96655.com/live/zjwsH265_4000.m3u8

湖南卫视,https://live3.rxip.sc96655.com/live/hnwsH265_4000.m3u8


河南卫视,https://live3.rxip.sc96655.com/live/hnws35_4000.m3u8

辽宁卫视,https://live3.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8

江西卫视,https://live3.rxip.sc96655.com/live/jxwsH265_4000.m3u8

安徽卫视,https://live3.rxip.sc96655.com/live/ahwsH265_4000.m3u8
北京卫视,https://live3.rxip.sc96655.com/live/bjwsH265_4000.m3u8
兵团卫视,https://live3.rxip.sc96655.com/live/btws_4000.m3u8
重庆卫视,https://live3.rxip.sc96655.com/live/cqwsH265_4000.m3u8

东南卫视,https://live3.rxip.sc96655.com/live/dnwsfjwsH265_4000.m3u8
甘肃卫视,https://live3.rxip.sc96655.com/live/gsws_4000.m3u8
广东卫视,https://live3.rxip.sc96655.com/live/gdwsH265_4000.m3u8
广西卫视,https://live3.rxip.sc96655.com/live/gxws_4000.m3u8
贵州卫视,https://live3.rxip.sc96655.com/live/gzwsH265_4000.m3u8
海南卫视,https://live3.rxip.sc96655.com/live/hnws_4000.m3u8

黑龙江卫视,https://live3.rxip.sc96655.com/live/hljwsH265_4000.m3u8
湖北卫视,https://live3.rxip.sc96655.com/live/hbwsH265_4000.m3u8

吉林卫视,https://live3.rxip.sc96655.com/live/jlwsH265_4000.m3u8



内蒙古卫视,https://live3.rxip.sc96655.com/live/nmgws_4000.m3u8
山东教育卫视,https://live3.rxip.sc96655.com/live/sdjy_4000.m3u8
山东卫视,https://live3.rxip.sc96655.com/live/sdwsH265_4000.m3u8
山西卫视,https://live3.rxip.sc96655.com/live/sxws42_4000.m3u8
陕西卫视,https://live3.rxip.sc96655.com/live/sxws_4000.m3u8
深圳卫视,https://live3.rxip.sc96655.com/live/szwsH265_4000.m3u8
天津卫视,https://live3.rxip.sc96655.com/live/tjwsH265_4000.m3u8
西藏卫视,https://live3.rxip.sc96655.com/live/xzwsH264_2000.m3u8
云南卫视,https://live3.rxip.sc96655.com/live/ynws_4000.m3u8





新闻,#genre#



寰宇新闻2,http://64.110.89.31:8080/proxy.m3u8?url=https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8

寰宇新闻3,http://64.110.89.31:8080/proxy.m3u8?url=https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8



寰宇Global News TV,http://64.110.89.31:8080/ytb.m3u8?url=V8ue1aoEOEQ

寰宇線上直播,http://64.110.89.31:8080/ytb.m3u8?url=6IquAgfvYmc



CNA International,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
CNA International,http://64.110.89.31:8080/proxy.m3u8?url=https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8



DW 德国之声,http://64.110.89.31:8080/proxy.m3u8?url=https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream04/streamPlaylist.m3u8



Sky News,http://64.110.89.31:8080/ytb.m3u8?url=9Auq9mYxFEE



半岛电视台,http://64.110.89.31:8080/proxy.m3u8?url=https://live-hls-web-aje.getaj.net/AJE/index.m3u8

半岛电视台,http://64.110.89.31:8080/ytb.m3u8?url=GEumHK0hfdo


TRT World,http://64.110.89.31:8080/proxy.m3u8?url=https://tv-trtworld.live.trt.com.tr/master.m3u8
TRT World,https://tv-trtworld.live.trt.com.tr/master.m3u8



Arirang TV,http://64.110.89.31:8080/proxy.m3u8?url=https://amdlive-ch02-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8




CBS News,http://64.110.89.31:8080/proxy.m3u8?url=https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8



Euronews English,https://rakuten-euronews-1-dk.samsung.wurl.tv/playlist.m3u8


LiveNOW from FOX,https://fox-foxnewsnow-vizio.amagi.tv/playlist.m3u8
LiveNOW from FOX,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8



Press TV,https://live1.presstv.ir/live/presstvfr/index.m3u8
Press TV,https://live.presstv.ir/liveprs/smil:liveprs/playlist.m3u8





电影,#genre#


斗鱼-豆瓣高分,http://epg.112114.xyz/douyu/8770422

斗鱼-4K影院,http://epg.112114.xyz/douyu/9249162


斗鱼-好莱坞电影1,http://epg.112114.xyz/douyu/6140589


斗鱼-好莱坞电影2,http://epg.112114.xyz/douyu/9651304

斗鱼-好莱坞电影3,http://epg.112114.xyz/douyu/413573

斗鱼-点播-好莱坞电影1,http://epg.112114.xyz/douyu/4332

斗鱼-点播-好莱坞电影2,http://epg.112114.xyz/douyu/252802
斗鱼-点播-好莱坞电影3,http://epg.112114.xyz/douyu/36337
斗鱼-点播-好莱坞电影4,http://epg.112114.xyz/douyu/20415

斗鱼-好莱坞经典,http://epg.112114.xyz/douyu/2436390

斗鱼-哈利波特,http://epg.112114.xyz/douyu/8814650
斗鱼-权力的游戏,http://epg.112114.xyz/douyu/8945323
斗鱼-点播-华语电影,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&amp;token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&amp;logo=0&amp;expire=0&amp;did=d010b07dcb997ada9934081c873542f0&amp;origin=tct&amp;vhost=pla

斗鱼-点播-惊悚电影,http://epg.112114.xyz/douyu/96577

斗鱼-点播-喜剧,http://epg.112114.xyz/douyu/122402
斗鱼-喜剧,http://epg.112114.xyz/douyu/9292492
斗鱼-经典电影,http://epg.112114.xyz/douyu/74374

斗鱼-特辑电影,http://epg.112114.xyz/douyu/3637778






测试,#genre#

ytb测试,http://64.110.89.31:8080/ytb.m3u8?url=jfKfPfyJRdk
proxy测试,http://64.110.89.31:8080/proxy.m3u8?url=https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream04/streamPlaylist.m3u8
jishi测试,http://64.110.89.31:8080/jishi/weishipindao.m3u8

ysp,http://64.110.89.31:8181/cctv1


测试2,#genre#


北京BesTV-4K,http://beifeng.site:4000/udp/239.3.1.249:8001



?4K超高清电影,http://159.75.85.63:5681/sxg.php



Clarity 4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8

HBO 家庭,http://50.7.238.114:8278/fyi_twn/playlist.m3u8?tid=18186902&ct=17988&&tsum=7a21abab0a5912afb0ebc01db111e59f

HBO家庭,http://198.16.100.90:8278/fyi_twn/playlist.m3u8?tid=MFCF7312728573127285&ct=18393&tsum=bc4d3db9ca83c3765cc75512a1bbbbe3

HBO原創,http://198.16.100.90:8278/hbosignature_twn/playlist.m3u8?tid=m48ee99a5dacb15948906&ct=17874&tsum=3d127801d49fa098b4118400117b4fbb



东森电影,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=MEDE1688528216885282&ct=19193&tsum=843fbd698e260c1fcda128dce85ead3b

东森洋片,http://198.16.100.90:8278/ettvwestern/playlist.m3u8?tid=MA6A9686180296861802&ct=19193&tsum=79b2173b4455c70b50330eed478049a4

東森洋片,http://50.7.238.114:8278/ettvwestern/playlist.m3u8?tid=MB7B8303252483032524&ct=19249&tsum=14f89967cdf6c504230be29a87cc54f0

東森洋片,http://198.16.100.90:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f

?好萊塢電影,http://198.16.100.90:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e

靖天卡通,http://198.16.100.90:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c

靖天卡通,http://50.7.238.114:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c

星衛電影,http://50.7.238.114:8278/xingwei_movie/playlist.m3u8?ct=17874&tid=ma80888ed462f18082236&tsum=2824e7b9d4ec19ce7b4f8f69d23d7ceb

星衛電影,http://198.16.100.90:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2



东森电影,http://171.108.239.112:8020/tsfile/live/1010_1.m3u8

东森电影,http://171.110.62.89:8181/tsfile/live/1075_1.m3u8

东森洋片,http://171.108.239.112:8020/tsfile/live/1016_1.m3u8

东森洋片,http://171.110.62.89:8181/tsfile/live/1133_1.m3u8

?龙祥时代,http://171.108.239.112:8020/tsfile/live/1011_1.m3u8

?私人影院,http://171.108.239.112:8020/tsfile/live/1014_1.m3u8



moviesphere,https://moviesphere-samsung-samsungus.amagi.tv/playlist.m3u8

?i-Fun动漫台,https://rjke.eu.org/live/4gtv.php?id=litv-ftv15

?龙华电影台,https://rjke.eu.org/live/4gtv.php?id=litv-longturn03

?靖天电影台,https://rjke.eu.org/live/4gtv.php?id=4gtv-4gtv061

?影迷数位电影台,https://rjke.eu.org/live/4gtv.php?id=4gtv-4gtv011

?iHOT爱院线,http://39.134.136.160:6610/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3

iHOT爱科幻,http://39.134.136.160:6610/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3

iHOT爱浪漫,http://39.134.136.160:6610/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3

iHOT爱喜剧,http://39.134.136.160:6610/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3

iHOT爱奇谈,http://39.134.136.160:6610/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3

BESTV全球大片,https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000

BESTV星光影院,https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000

BESTV华语影院,https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000


HBO原創2,http://198.16.100.90:8278/hbosignature_twn/playlist.m3u8?tid=MD6D5767423357674233&ct=18392&tsum=995709f1100cf1b07964790160bfb4ee
